PLAYER_ID,SEASON,PLAYER_NAME,ERA_arima,ERA_exp_smooth,ERA_ridge,ERA_random_forest,ERA_gradient_boosting,ERA,WHIP_arima,WHIP_exp_smooth,WHIP_ridge,WHIP_random_forest,WHIP_gradient_boosting,WHIP,K_arima,K_exp_smooth,K_ridge,K_random_forest,K_gradient_boosting,K,SV+HLD_arima,SV+HLD_exp_smooth,SV+HLD_ridge,SV+HLD_random_forest,SV+HLD_gradient_boosting,SV+HLD,W+QS_arima,W+QS_exp_smooth,W+QS_ridge,W+QS_random_forest,W+QS_gradient_boosting,W+QS
greiz001,2024,Donald Zachary Greinke,4.314403413289826,3.2937522962119004,4.908736995705597,4.954150173959645,4.756512365349471,4.756512365349471,1.2276738566948273,1.1220444795725804,1.3145840276211949,1.331471709078626,1.3321979085992195,1.3145840276211949,92.57975095311735,101.5326784188424,71.13655464753771,75.16010447591506,72.63228793674111,75.16010447591506,2.7751506291909278e-17,0.0,1.2947794376215755,0.5725620467311247,0.9524248461128922,0.5725620467311247,3.9219542725742693,3.1002717047602353,10.931406643986897,11.088734428341795,10.098294334641315,10.098294334641315
hillr001,2024,Richard Joseph Hill,5.158945474277119,2.837305853183923,4.996776979965048,4.724314427942461,4.814928613332028,4.814928613332028,1.4614128307002667,1.2211421098915298,1.3683759312390955,1.344215829072374,1.4191296821801966,1.3683759312390955,122.94871641406182,124.97709087460984,90.44750887519544,74.12116919906931,83.91655297001209,90.44750887519544,0.0,0.0,0.0,1.7476312903143048,1.1697154137894403,0.0,14.78454953283601,15.05482006556812,12.045548165090572,8.875623542050857,12.716933779376182,12.716933779376182
verlj001,2024,Justin Brooks Verlander,2.770766072415868,2.686126386329795,3.8841243048990584,3.888897771920262,3.749445794863619,3.749445794863619,1.1251813203099572,1.0,1.1552208368756736,1.1962068001659953,1.2056778912999724,1.1552208368756736,149.3531066745657,236.36339478137631,136.59848208406356,104.95245393141224,107.43092367098674,136.59848208406356,7.516752163202757e-33,0.08950577009096468,0.0,0.21565161662048546,0.28793802113637224,0.08950577009096468,31.589561176530985,42.159801641398715,23.44083740975379,18.43483422677614,24.21355465793184,24.21355465793184
waina001,2024,Adam Parrish Wainwright,7.449586395407044,4.891232402573949,5.523774073425221,6.030501969624407,5.552625846047458,5.552625846047458,1.4976950095521702,1.4654690691239232,1.5354543385672454,1.5529199342059328,1.496782102509535,1.4976950095521702,87.04894161339152,112.8515724410911,50.374504645854955,67.37178564685462,62.04573145379139,67.37178564685462,5.865885002937426e-91,0.0,0.0,1.8557145186913906,0.7912123183257095,5.865885002937426e-91,16.17472604039871,28.078214041951995,9.622684102381712,11.895288267466317,11.56024774084189,11.895288267466317
kenni001,2024,Ian Patrick Kennedy,6.129227619244213,5.043603470399718,4.93435594809586,5.486997182626722,5.062413205959527,5.062413205959527,1.3077861868646707,1.3113176996326315,1.43852833414299,1.4345435180480783,1.452417731938041,1.4345435180480783,16.89215212315649,0.0,36.36531229290608,31.87237316811235,35.508385807938076,31.87237316811235,0.9328828396508011,16.105970381475213,6.646350205387454,6.06719254178655,7.669932326559887,6.646350205387454,0.0,0.0,3.1341992918758734,2.0944869757102307,2.0994605897936873,2.0944869757102307
chavj001,2024,Jesse David Chavez,1.9181646864131847,2.170913189587388,4.280401937683673,3.8632382302339856,4.060951377994787,3.8632382302339856,1.1550169926834712,1.0712296285847722,1.3594523656565383,1.3183686183491443,1.3326136422488077,1.3183686183491443,47.137587154058814,55.57559873710317,39.93953144305593,46.34474504529423,43.44440018943506,46.34474504529423,12.884643241880038,11.015747895443692,10.749793438845888,15.27468986437785,14.231186808550937,12.884643241880038,2.053332728614755,7.360094279059006,2.8390191002818668,3.5884292054638154,3.6807078112115272,3.5884292054638154
cuetj001,2024,Johnny (Ortiz) Cueto,4.4324373341965115,4.900630832544917,5.314514839990947,5.008612504269053,4.99240951458474,4.99240951458474,1.2304626189602805,1.2762578989374733,1.4510821099913909,1.4527405589003177,1.3753889020096288,1.3753889020096288,69.04069117247258,67.96743150367763,48.02494876896348,67.4853294847945,58.04515368417905,67.4853294847945,0.0,0.0,0.7506547208400258,1.3556095449983432,1.2976203279596104,0.7506547208400258,16.594347396617025,11.123918386452274,6.599321771295578,5.805812906781072,6.975062452341457,6.975062452341457
huntt002,2024,Raymond Thomas Hunter,7.542916220224692,1.712329924273774,5.630551783421869,5.659079625648958,5.173731492567017,5.630551783421869,1.3374367913881142,1.0,1.5300777437937652,1.4893356497309456,1.4746486984219296,1.4746486984219296,20.457798275196932,19.90460099363527,27.880417538406817,29.143900287943683,25.960580131254932,25.960580131254932,1.0,11.110778345889582,2.428886712376846,5.88485056885935,3.611578861010646,3.611578861010646,5.391392254015113e-33,0.0,2.1348698761778166,1.9835103059145458,2.055695005124481,1.9835103059145458
kersc001,2024,Clayton Edward Kershaw,2.4035484429437157,2.5813374393994915,4.124496723813227,3.6226783942375325,3.625270909943348,3.6226783942375325,1.0546016953163675,1.073477684354068,1.1996057954273907,1.236306550308625,1.164753140239228,1.164753140239228,137.0,112.60556342404335,118.81310415981052,72.49751746891253,107.69149695046936,112.60556342404335,1.909309296752137e-83,0.0,1.026684006132574,0.26535246697211373,1.5946688524547519,0.26535246697211373,24.0,18.623226445698744,17.562610893832087,13.461016266195395,19.847060750837393,18.623226445698744
mortc002,2024,Charles Alfred Morton,4.108702965256686,3.449568204672758,4.136620846964018,4.193051559587679,4.194730336469493,4.136620846964018,1.4169553157560908,1.169857678578732,1.2531513562139927,1.3557887180348542,1.3556461857914954,1.3556461857914954,187.71783885803995,226.1659916495358,147.04555801846845,154.1373527606619,147.17634541929763,154.1373527606619,0.0,0.13056744477271245,0.006248344144315077,0.3060690025410424,0.28793802113637224,0.13056744477271245,22.21687989328817,30.508112607184344,19.92578343899055,20.385566300355077,21.077968203762783,21.077968203762783
